Date,IRFM11.SA,IMAB11.SA,^BVSP,^GSPC,BRL=X,GC=F,BTC-USD
2019-10-01,0.016393442622950838,0.03579538141927108,0.023628812831161472,0.020431770513684056,-0.041110413071882346,-0.00506875867001777,0.10920318227380199
2019-11-01,-0.007096752043693311,-0.021663446022749056,0.009447864204439549,0.034047037714499906,0.06246546289071886,-0.03030306212009004,-0.1771770232076748
2019-12-01,0.0056854851577854415,0.005008530903672481,0.06848188630085095,0.02858981890573009,-0.0518249672534733,0.0,-0.0496762414464359
2020-01-01,0.009206908354532084,0.009573814517161994,-0.016291236110510643,-0.0016280928190489652,0.05640074114569793,0.08003551499871531,0.29984019674608997
2020-02-01,0.004481414554230234,0.0,-0.08429074990550367,-0.08411048363840312,0.0538183504639671,-0.011876965404106432,-0.08031850219040493
2020-03-01,-0.0012746656866938766,-0.07508451749334455,-0.2990438889528856,-0.12511928240892822,0.1615458007633861,0.0,-0.25127763815543147
2020-04-01,0.009572407007017114,-0.007865134587025757,0.10251985757326754,0.1268440381652789,0.02736531280736676,0.07678535736882552,0.34477896223547644
2020-05-01,0.016434907326003056,0.03892978516082746,0.08567063324472701,0.04528181966555822,-0.0004685424931930582,0.03129086496263023,0.09268347920493625
2020-06-01,0.008395536661838676,0.027933002708908194,0.08755992357241738,0.01838839651392421,0.0130900169941921,0.03229890885911102,-0.034146858566219795
2020-07-01,0.011100851278564638,0.050371093576179415,0.08264601918868886,0.055101321480443666,-0.04594508353543225,0.09470164463364483,0.23916341296986676
2020-08-01,-0.008386749563909945,-0.01060066078415045,-0.03442747201492535,0.07006466690171775,0.04580991352001096,0.002445448664359917,0.03155866679660524
2020-09-01,-0.006919836332296647,-0.024617350352202583,-0.04796264428544117,-0.039227970178423055,0.04461966219934821,-0.040709481896636035,-0.07673511599209437
2020-10-01,-0.0038711674343709923,0.012553930549863201,-0.006881388539475508,-0.027665786221379718,0.02616113090651817,-0.005350980442880848,0.27785306210931693
2020-11-01,0.005751517280524698,0.0021955077912345633,0.1589747956403269,0.10754563544385909,-0.07534007184165947,0.0,0.4241232777902142
2020-12-01,0.019474531617651003,0.04639173382615036,0.09567629123503041,0.03712145909357001,-0.028387719245789533,0.00836260305087344,0.477731740726012
2021-01-01,-0.007731991256963555,0.0,-0.027651584999916157,-0.011136660755445171,0.052007270270066686,-0.02419308401482423,0.14180671257315614
2021-02-01,-0.013445336813596387,-0.016995040705452213,-0.05147965208996008,0.026091451377448394,0.025051239385378787,-0.06452664434118571,0.36308750593940786
2021-03-01,-0.011460397510716591,-0.004760677209606712,0.05997182714590821,0.042438632533165155,0.031084712537283732,-0.008274941820402448,0.30531110958991947
2021-04-01,0.010809882378477687,0.018756266590859383,0.01937685409057388,0.05242532134755851,-0.07540365841749475,0.031217177311076982,-0.019835020649767054
2021-05-01,0.001084930230413228,0.006054588680610706,0.061584268339865744,0.00548648867060697,-0.018439418967081567,0.07650084730180629,-0.3535455959448175
2021-06-01,0.0013934660533856391,-0.01559809225776676,0.0046428345059263965,0.022214009565834747,-0.05400913728522527,-0.06922467867115634,-0.06139416614323989
2021-07-01,-0.004638266084451503,0.006363095776932726,-0.03943944101828045,0.02274805482838871,0.04994852572241526,0.023605108202631175,0.18793385485283132
2021-08-01,-0.007611026478313798,-0.01128196901554146,-0.024794541916733026,0.028990416255438634,-0.003786577931291335,0.0,0.1331010952575873
2021-09-01,-0.005478141766546929,0.004890274478350332,-0.06568390567515003,-0.047569168801901096,0.04464682226474137,-0.031612009008931796,-0.07157155076344934
2021-10-01,-0.027384350856085482,-0.030945791694869884,-0.06738211733751431,0.0691438364006065,0.040522307679435876,0.01578074995803025,0.4002672858735883
2021-11-01,0.018284807153162275,0.026783338959266434,-0.015323523444217946,-0.008333706184746159,-0.005857605657347054,-0.005272027153147785,-0.07034580264960633
2021-12-01,0.022246965184962164,-0.011788247268549434,0.028523769808173505,0.04361291346206486,-0.005445736369759424,0.03039018107578384,-0.18768354629620299
2022-01-01,-0.004818983043128555,0.010406087094763539,0.07217950430253195,-0.052585165027393854,-0.03726977810147891,-0.017783857729138153,-0.16894668246945244
2022-02-01,0.006091956255752207,0.0021351188530649434,0.0067089013061891745,-0.031360491945908286,-0.03789204287639891,0.0581615734897285,0.1223941500332939
