,0
IRFM11.SA,0.5636391889261689
IMAB11.SA,0.0
^BVSP,0.0
^GSPC,0.03838689056592094
BRL=X,0.1692948078106608
GC=F,0.17719751354394483
BTC-USD,0.051481599153304254
